ID,Resolution,WSI,Class,Image_path
9838,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_78.jpg
9839,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_258.jpg
9840,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_585.jpg
9841,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_132.jpg
9842,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_435.jpg
9843,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_384.jpg
9844,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_317.jpg
9845,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_645.jpg
9846,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_698.jpg
9847,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_890.jpg
9848,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_318.jpg
9849,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_59.jpg
9850,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_600.jpg
9851,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_289.jpg
9852,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_387.jpg
9853,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_701.jpg
9854,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_265.jpg
9855,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_834.jpg
9856,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_689.jpg
9857,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_102.jpg
9858,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_728.jpg
9859,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_415.jpg
9860,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=72387_y=58930_w=18530_h=14161/patch_887.jpg
9861,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_276.jpg
9862,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_172.jpg
9863,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_639.jpg
9864,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_627.jpg
9865,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_461.jpg
9866,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_30.jpg
9867,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_118.jpg
9868,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_421.jpg
9869,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_612.jpg
9870,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_133.jpg
9871,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_693.jpg
9872,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_557.jpg
9873,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_68.jpg
9874,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_393.jpg
9875,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_206.jpg
9876,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_94.jpg
9877,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_103.jpg
9878,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_377.jpg
9879,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_173.jpg
9880,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_76.jpg
9881,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_423.jpg
9882,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_217.jpg
9883,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_87.jpg
9884,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_200.jpg
9885,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_505.jpg
9886,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_371.jpg
9887,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_442.jpg
9888,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_710.jpg
9889,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_714.jpg
9890,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_784.jpg
9891,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_623.jpg
9892,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_260.jpg
9893,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_545.jpg
9894,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_373.jpg
9895,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_257.jpg
9896,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_668.jpg
9897,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_177.jpg
9898,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_706.jpg
9899,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_500.jpg
9900,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_309.jpg
9901,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_771.jpg
9902,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_643.jpg
9903,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_474.jpg
9904,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_336.jpg
9905,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_295.jpg
9906,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_331.jpg
9907,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_434.jpg
9908,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_473.jpg
9909,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_553.jpg
9910,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_21.jpg
9911,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_556.jpg
9912,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_764.jpg
9913,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_472.jpg
9914,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_606.jpg
9915,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_776.jpg
9916,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_681.jpg
9917,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_235.jpg
9918,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_418.jpg
9919,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_312.jpg
9920,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_403.jpg
9921,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_238.jpg
9922,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_45.jpg
9923,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_589.jpg
9924,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_416.jpg
9925,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_651.jpg
9926,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_56.jpg
9927,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_85.jpg
9928,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_224.jpg
9929,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_622.jpg
9930,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_61.jpg
9931,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_237.jpg
9932,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_503.jpg
9933,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_140.jpg
9934,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_453.jpg
9935,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_632.jpg
9936,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_604.jpg
9937,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_205.jpg
9938,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_587.jpg
9939,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_719.jpg
9940,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_383.jpg
9941,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_528.jpg
9942,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_341.jpg
9943,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_166.jpg
9944,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_6.jpg
9945,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_35.jpg
9946,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_222.jpg
9947,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_760.jpg
9948,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_261.jpg
9949,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_438.jpg
9950,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_269.jpg
9951,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_283.jpg
9952,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_454.jpg
9953,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_661.jpg
9954,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_329.jpg
9955,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_411.jpg
9956,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_509.jpg
9957,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_537.jpg
9958,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_634.jpg
9959,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_36.jpg
9960,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_187.jpg
9961,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_561.jpg
9962,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_624.jpg
9963,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_270.jpg
9964,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_481.jpg
9965,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_755.jpg
9966,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_204.jpg
9967,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_621.jpg
9968,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_520.jpg
9969,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_734.jpg
9970,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_733.jpg
9971,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_315.jpg
9972,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_41.jpg
9973,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_361.jpg
9974,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_105.jpg
9975,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_104.jpg
9976,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_301.jpg
9977,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_197.jpg
9978,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_279.jpg
9979,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_562.jpg
9980,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_100.jpg
9981,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_307.jpg
9982,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_352.jpg
9983,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_536.jpg
9984,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_210.jpg
9985,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_385.jpg
9986,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_436.jpg
9987,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_266.jpg
9988,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_153.jpg
9989,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_119.jpg
9990,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_749.jpg
9991,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_407.jpg
9992,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_396.jpg
9993,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_364.jpg
9994,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_574.jpg
9995,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_144.jpg
9996,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_112.jpg
9997,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_376.jpg
9998,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_297.jpg
9999,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_4.jpg
10000,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_660.jpg
10001,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_648.jpg
10002,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_155.jpg
10003,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_594.jpg
10004,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_539.jpg
10005,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_150.jpg
10006,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_81.jpg
10007,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_292.jpg
10008,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_379.jpg
10009,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_431.jpg
10010,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_696.jpg
10011,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_781.jpg
10012,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_195.jpg
10013,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_735.jpg
10014,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_617.jpg
10015,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_268.jpg
10016,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_43.jpg
10017,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_250.jpg
10018,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_400.jpg
10019,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_115.jpg
10020,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_83.jpg
10021,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_447.jpg
10022,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_444.jpg
10023,10x,!2_S001_2,gyx,source_data_patch_use/gyx/gyx-10X/!2_S001_2/x=43779_y=33662_w=18530_h=11736/patch_358.jpg
